id,marriage,attend,denom,gender,ideology,orientation,friends,educ,region,race,age
1149,1,3,7,2,1,1,5,12,2,1,35
1150,3,1,7,2,0,1,5,12,2,2,52
1151,3,5,1,2,1,1,1,11,2,1,71
1152,3,1,1,2,6,1,5,14,2,1,52
1153,1,3,7,2,0,1,1,12,2,1,29
1154,3,3,7,1,4,1,1,13,2,1,49
1155,3,2,2,1,0,1,5,12,2,1,42
1156,1,1,7,2,2,5,1,12,2,4,32
1157,3,1,7,2,6,1,5,12,2,1,36
1158,2,3,1,2,2,1,1,17,2,1,66
1159,3,5,1,2,1,1,1,14,2,1,37
1160,3,5,1,1,6,1,5,12,2,1,63
1161,3,1,7,1,3,1,5,12,2,1,39
1162,3,1,1,2,1,1,5,14,2,1,65
1163,3,1,1,2,6,1,5,12,2,1,54
1164,3,1,1,1,5,1,5,12,2,1,75
1165,3,5,7,1,1,1,1,12,2,5,58
1166,2,4,7,2,5,1,1,14,2,1,48
1167,2,1,7,2,5,1,5,12,2,1,18
1168,3,5,7,1,5,1,5,16,2,1,41
1169,3,2,1,1,5,1,1,12,2,1,68
1170,3,1,1,1,6,1,5,12,2,1,70
1171,2,1,1,2,1,1,1,12,2,1,67
1172,3,1,1,2,6,1,1,12,2,1,47
1173,2,3,1,2,1,1,5,16,2,1,65
1174,1,1,7,2,0,1,1,12,2,1,48
1175,2,1,7,2,1,1,1,12,2,2,41
1176,2,4,7,1,1,1,5,11,2,2,35
1177,2,5,2,2,4,1,5,16,2,1,67
1178,1,3,7,2,0,1,5,10,2,2,57
1179,2,3,7,2,1,1,5,12,2,1,46
1180,2,3,1,2,3,1,5,13,2,1,71
1181,3,4,7,2,0,1,5,14,2,2,49
1182,1,1,2,2,1,1,5,13,2,1,68
1183,3,3,7,1,1,1,1,15,2,2,32
1184,2,4,2,1,0,1,5,13,2,1,77
1185,1,3,7,1,2,1,5,12,2,2,30
1186,3,3,7,1,2,1,5,11,2,2,41
1187,2,4,2,1,4,1,1,15,2,4,31
1188,1,5,2,1,1,1,5,12,2,1,86
1189,3,5,7,1,4,1,1,16,2,1,46
1190,1,1,1,2,1,1,1,17,2,2,27
1191,1,3,1,2,0,1,1,15,2,1,70
1192,3,1,1,1,0,1,1,12,2,1,76
1193,2,4,1,2,5,1,5,12,2,1,54
1194,1,4,7,2,3,1,1,12,2,2,47
1195,1,5,7,1,1,1,1,12,2,2,22
1196,3,5,1,2,5,1,1,12,2,1,57
1197,3,3,7,1,0,1,1,12,3,2,27
1198,3,1,7,2,1,1,5,12,3,2,61
1199,3,1,7,2,0,1,1,15,3,2,68
1200,2,2,7,1,0,1,5,12,3,2,20
1201,3,1,7,2,0,1,1,12,3,2,55
1202,1,5,2,1,0,1,1,11,3,2,20
1203,3,1,7,2,0,1,5,16,3,2,62
1204,3,1,7,2,0,1,5,11,3,2,79
1205,3,3,7,1,1,1,5,12,3,2,20
1206,2,3,7,1,2,1,1,14,3,2,25
1207,3,3,1,2,0,1,5,9,3,1,75
1208,2,1,7,1,1,1,1,12,3,2,21
1209,3,3,7,1,2,1,5,15,3,2,46
1210,3,1,7,2,0,1,5,16,3,2,78
1211,2,1,1,1,2,1,5,16,3,2,71
1212,2,1,7,2,0,1,1,13,3,2,48
1213,3,4,7,2,0,1,1,12,3,2,78
1214,2,5,2,1,3,1,5,12,3,1,38
1215,3,4,7,2,4,1,1,11,3,1,46
1216,2,3,1,2,0,1,1,11,3,7,47
1217,1,3,1,2,5,1,1,12,3,4,19
1218,2,2,2,2,6,3,1,17,3,4,57
1219,3,1,7,1,5,1,5,13,3,2,56
1220,3,1,1,2,4,1,5,16,3,5,34
1221,1,1,1,1,3,1,5,16,3,1,32
1222,1,4,2,1,1,1,1,12,3,1,51
1223,2,1,1,2,0,1,1,12,3,2,71
1224,3,1,1,2,0,1,5,11,4,1,64
1225,2,5,7,2,2,1,1,10,4,1,42
1226,2,1,7,1,6,1,5,10,4,1,50
1227,2,3,1,2,1,1,1,13,4,5,29
1228,1,4,3,2,0,1,1,17,4,1,25
1229,3,1,7,2,3,1,1,13,4,1,49
1230,2,5,1,1,5,1,5,15,4,1,21
1231,2,4,7,2,5,1,5,17,4,1,85
1232,3,3,1,1,2,1,5,14,4,1,51
1233,2,4,2,2,1,1,1,13,4,5,65
1234,2,3,7,2,2,1,5,15,4,4,56
1235,1,2,2,2,1,1,1,13,4,1,29
1236,1,1,2,2,2,1,5,12,4,4,44
1237,2,1,1,1,4,1,1,16,4,1,62
1238,2,5,2,1,1,1,1,16,4,1,51
1239,1,5,2,2,0,1,5,13,4,1,66
1240,1,5,2,1,1,1,1,17,4,1,73
1241,3,5,1,1,6,1,5,14,4,1,62
1242,1,4,2,2,0,1,1,13,4,4,47
1243,1,1,2,2,0,1,1,13,4,4,53
1244,3,5,2,1,3,1,5,11,1,1,18
1245,1,5,2,2,2,1,1,12,1,1,73
1246,1,4,7,2,3,1,5,12,1,1,32
1247,1,2,1,1,1,1,1,16,1,1,31
1248,3,2,1,2,1,1,5,12,1,1,80
1249,3,5,1,1,4,1,5,12,1,1,30
1250,3,5,1,2,1,1,5,12,1,1,23
1251,1,5,7,2,4,1,1,12,1,1,34
1252,3,5,1,2,1,1,5,12,1,1,44
1253,3,3,1,1,3,1,1,13,1,1,26
1254,3,1,1,2,4,1,5,16,1,1,65
1255,3,1,1,2,6,1,1,12,1,1,83
1256,2,1,2,2,0,1,5,9,1,1,82
1257,2,1,1,2,5,1,5,12,1,1,73
1258,1,5,1,2,2,5,1,12,1,1,53
1259,1,2,2,1,2,1,5,17,1,1,30
1260,3,1,1,2,5,1,1,17,1,1,45
1261,2,5,1,1,0,1,1,17,1,1,42
1262,1,2,1,2,4,1,5,12,1,1,86
1263,1,3,7,1,0,1,1,13,1,1,46
1264,3,1,1,1,6,1,5,13,1,1,72
1265,1,3,7,2,1,1,1,15,1,2,28
1266,1,4,1,1,1,1,1,12,1,2,72
1267,3,2,7,2,1,1,1,14,1,2,57
1268,2,1,7,1,0,1,5,10,1,2,58
1269,1,3,7,2,0,1,1,16,1,2,32
1270,2,4,7,2,0,1,5,14,1,2,56
1271,3,4,7,2,1,1,5,13,1,2,32
1272,3,2,7,1,0,1,5,4,1,2,50
1273,2,3,7,2,6,1,5,14,1,4,41
1274,1,5,7,2,0,1,5,13,1,2,30
1275,1,5,2,2,4,1,1,12,1,1,42
1276,1,5,2,1,4,1,5,14,1,1,47
1277,1,3,7,1,2,1,1,16,1,1,24
1278,3,3,2,1,3,1,5,12,1,1,67
1279,3,4,2,1,0,1,1,9,1,4,48
1280,3,5,1,2,3,1,1,12,1,1,64
1281,1,4,2,2,0,1,1,13,1,1,18
1282,1,3,7,2,0,1,1,14,1,2,34
1283,2,2,7,2,6,1,5,12,1,1,28
1284,3,1,7,1,0,1,1,17,1,1,53
1285,3,1,1,2,0,1,5,13,1,4,42
1286,2,5,1,2,1,1,1,17,1,1,38
1287,3,1,7,1,2,1,5,12,1,2,28
1288,2,5,7,2,3,1,1,11,1,2,60
1289,3,1,1,2,6,1,1,14,3,1,73
1290,2,2,1,2,5,1,5,16,3,1,34
1291,3,1,1,2,2,1,5,11,3,2,46
1292,3,2,1,2,0,1,5,17,3,2,53
1293,3,1,1,2,0,1,1,17,3,2,66
1294,3,1,1,2,3,1,5,12,3,2,55
1295,1,2,1,2,0,1,1,14,3,2,39
1296,1,1,1,2,0,1,5,11,3,2,36
1297,3,3,1,2,3,1,1,12,3,2,35
1298,3,1,1,1,1,1,5,10,3,2,61
1299,1,4,1,1,3,1,5,12,3,1,30
1300,2,1,1,2,6,1,5,14,3,1,37
1301,3,1,1,2,6,1,5,12,3,1,52
1302,1,2,2,2,6,1,1,16,3,1,90
1303,3,1,1,2,6,1,5,15,3,1,47
1304,1,5,1,2,1,1,5,16,3,1,27
1305,1,4,1,1,1,1,1,12,3,2,30
1306,1,4,1,2,0,1,1,12,3,2,25
1307,1,3,1,2,3,1,5,12,3,2,21
1308,3,1,1,1,1,1,1,12,3,2,46
1309,3,5,1,1,2,1,5,8,3,2,57
1310,3,4,1,1,4,1,5,12,3,2,34
1311,3,5,1,2,5,1,5,16,3,1,31
1312,3,2,7,2,3,1,5,10,3,1,66
1313,2,4,1,2,2,1,5,8,3,1,36
1314,3,1,1,2,4,1,5,10,3,1,74
1315,1,3,1,2,1,1,5,8,3,1,62
1316,2,3,1,2,1,1,5,14,3,2,52
1317,3,1,1,2,0,1,5,12,3,2,74
1318,1,1,1,2,0,1,1,12,3,2,55
1319,3,1,1,2,3,1,1,12,3,1,58
1320,2,2,1,1,6,1,1,13,3,1,66
1321,3,3,1,1,1,1,1,14,3,1,55
1322,3,4,1,1,5,1,1,9,3,1,78
1323,2,1,7,2,1,1,5,10,3,2,64
1324,3,1,1,2,0,1,1,14,3,2,61
1325,2,4,7,2,3,1,1,12,3,2,59
1326,3,1,7,1,0,1,5,10,3,2,70
1327,3,3,7,2,3,1,1,12,3,2,31
1328,3,1,7,2,1,1,1,16,3,2,51
1329,1,5,7,1,0,1,5,11,3,2,49
1330,3,3,7,2,1,1,1,14,3,2,30
1331,3,5,1,1,0,1,1,14,3,2,57
1332,2,3,7,2,0,1,5,8,3,2,57
1333,3,1,7,2,0,1,5,12,3,2,53
1334,1,4,7,2,1,5,5,14,3,2,40
1335,1,1,7,2,0,1,1,12,3,2,20
1336,2,1,7,2,0,1,5,16,3,2,49
1337,1,2,7,2,0,1,1,12,3,2,21
1338,2,3,7,1,0,1,5,12,3,2,43
1339,1,3,7,2,0,1,1,13,3,2,56
1340,3,3,1,1,0,1,1,12,3,2,55
1341,3,1,1,2,0,1,5,12,3,2,53
1342,1,3,7,2,2,1,5,12,3,2,20
1343,2,2,7,2,1,1,5,13,3,2,52
1344,1,2,1,1,1,1,5,12,3,2,19
1345,3,1,2,2,6,1,5,14,3,1,76
1346,1,3,1,2,2,1,1,8,3,2,44
1347,3,3,7,1,0,1,5,12,3,2,45
1348,3,1,1,2,0,1,5,12,3,2,51
1349,2,3,1,2,0,1,5,12,3,2,65
1350,3,1,7,2,2,1,5,12,3,2,33
1351,3,1,7,2,0,1,5,14,3,2,51
1352,3,3,7,2,0,1,1,12,3,2,52
1353,3,3,7,2,0,1,5,13,3,2,33
1354,1,1,1,2,0,1,5,12,3,2,44
1355,3,2,1,2,6,1,5,9,3,2,36
1356,3,1,7,1,0,1,5,16,3,2,56
1357,3,3,7,2,1,1,5,12,3,2,26
1358,3,4,1,1,0,1,5,12,3,2,31
1359,1,3,7,2,1,1,1,13,3,2,27
1360,1,4,1,2,3,1,5,8,3,2,68
1361,1,4,1,2,0,1,5,12,3,2,27
1362,3,4,1,2,0,1,5,13,3,2,38
1363,2,1,7,2,6,1,1,16,3,1,41
1364,1,4,1,2,5,1,5,16,3,1,37
1365,3,1,1,2,5,1,5,16,3,1,26
1366,2,1,7,2,2,1,1,17,3,1,67
1367,1,1,7,2,6,1,1,17,3,1,37
1368,3,3,1,1,5,1,5,16,3,1,36
1369,2,1,1,1,6,1,5,16,3,1,61
1370,3,3,1,2,4,1,1,17,3,1,71
1371,1,5,7,2,2,1,1,14,3,1,24
1372,2,2,7,1,3,1,1,12,3,1,28
1373,3,3,7,2,1,1,5,17,3,1,43
1374,2,3,2,1,2,1,5,11,3,1,24
1375,2,4,7,2,3,1,1,13,3,1,51
1376,3,5,7,1,4,1,5,12,3,1,46
1377,1,5,1,2,3,1,5,12,3,1,62
1378,3,1,1,1,6,1,5,17,3,1,69
1379,3,2,1,1,5,1,5,14,3,1,69
1380,3,2,1,1,4,1,1,17,3,1,48
1381,3,1,1,2,6,1,1,14,3,1,71
1382,3,3,1,1,4,1,5,17,3,1,50
1383,2,3,1,2,6,1,5,12,3,1,36
1384,2,1,1,2,6,1,5,17,3,1,39
1385,3,2,1,1,6,1,5,16,3,1,42
1386,3,1,1,2,6,1,5,13,3,1,82
1387,2,2,7,2,6,1,5,14,3,1,57
1388,3,1,1,2,6,1,5,13,3,1,48
1389,2,2,1,2,6,1,1,16,3,1,39
1390,2,1,2,2,6,1,1,17,3,1,25
1391,3,2,1,1,4,1,5,13,3,1,81
1392,3,1,1,2,6,1,5,16,3,1,46
1393,1,1,1,2,5,1,1,16,3,1,75
1394,3,5,2,1,1,1,5,12,3,1,50
1395,3,3,1,2,6,1,1,16,3,1,45
1396,3,1,7,1,2,1,1,12,3,1,72
1397,1,2,1,1,5,3,1,17,3,1,36
1398,1,4,1,2,0,1,1,13,3,1,62
1399,2,4,1,2,1,1,5,17,3,1,51
1400,3,4,2,2,5,1,5,12,3,1,47
1401,2,1,2,2,2,1,5,13,3,1,34
1402,1,5,2,1,6,1,1,14,3,1,31
1403,1,4,2,1,2,1,1,9,3,1,45
1404,2,3,1,1,3,5,5,5,3,1,40
1405,2,4,2,2,0,1,1,10,3,1,29
1406,3,1,2,2,4,1,5,12,3,1,28
1407,3,3,2,2,0,1,1,11,3,1,54
1408,2,2,2,1,0,1,1,9,3,1,46
1409,2,1,2,2,2,1,1,4,3,1,63
1410,3,1,2,2,1,1,5,6,3,1,54
1411,1,4,7,2,3,1,1,12,3,1,46
1412,1,4,2,2,1,1,1,12,3,1,22
1413,3,3,2,2,0,1,5,8,3,1,73
1414,1,1,2,2,2,1,1,12,3,1,54
1415,1,3,2,2,1,1,5,7,3,1,44
1416,1,4,2,2,1,1,1,13,3,1,28
1417,1,4,7,2,0,1,1,13,3,4,48
1418,2,5,2,1,2,1,1,11,3,1,56
1419,2,1,1,2,4,1,5,16,3,1,84
1420,1,3,7,2,0,3,1,14,3,4,53
1421,1,3,7,1,1,1,5,12,3,4,49
1422,1,3,7,1,3,1,5,12,3,1,37
1423,3,2,2,2,2,1,1,14,3,4,32
1424,3,1,7,2,3,1,5,9,3,4,36
1425,3,1,1,2,6,1,1,15,3,1,55
1426,1,5,2,2,1,1,1,12,3,4,68
1427,1,5,2,2,3,1,1,10,3,4,52
1428,2,3,2,1,2,1,1,12,3,1,32
1429,1,3,2,2,1,1,1,16,3,1,38
1430,3,1,7,2,4,1,5,16,3,1,78
1431,2,5,2,2,2,1,5,12,3,1,52
1432,1,3,1,1,0,1,1,12,3,2,44
1433,2,1,2,1,0,5,5,17,3,1,64
1434,3,4,7,2,6,1,5,12,3,1,32
1435,3,3,7,1,0,1,1,12,3,1,40
1436,2,1,2,2,5,1,5,13,3,1,70
1437,2,2,2,2,1,1,1,13,3,1,46
1438,3,1,2,2,0,1,1,13,3,1,54
1439,2,1,7,1,2,1,5,14,3,1,23
1440,1,5,1,1,0,1,5,14,3,2,49
1441,2,1,2,2,4,1,1,12,3,1,36
1442,3,3,2,2,0,1,1,14,3,1,38
1443,2,1,2,1,1,1,1,12,3,1,69
1444,3,4,2,2,0,1,5,12,3,1,52
1445,1,3,2,2,1,1,1,17,3,1,29
1446,1,3,2,2,0,1,5,17,3,1,30
1447,2,2,1,2,6,1,1,17,3,4,31
1448,2,5,1,1,4,1,5,16,3,4,60
1449,2,1,7,2,4,1,1,12,3,1,40
1450,3,1,7,1,3,1,1,15,3,1,26
1451,2,2,7,1,2,1,5,14,3,1,42
1452,3,1,7,2,3,1,1,16,3,2,31
1453,1,5,1,1,2,1,1,16,3,2,27
1454,3,1,2,1,6,1,1,17,3,4,41
1455,2,2,1,2,5,1,1,16,3,1,40
1456,2,5,1,1,1,1,1,17,3,1,70
1457,3,2,7,2,1,1,5,12,3,4,63
1458,1,5,7,2,3,1,5,9,3,4,53
1459,2,4,7,2,2,1,1,12,3,1,23
1460,1,3,7,2,4,1,5,17,3,1,44
1461,1,2,1,2,5,1,1,16,3,1,26
1462,1,5,1,2,1,1,1,16,3,1,47
1463,1,4,1,1,6,1,5,16,3,1,35
1464,2,3,1,2,5,1,1,14,3,1,48
1465,1,5,7,1,2,1,5,12,3,4,54
1466,2,1,2,2,6,1,5,16,3,1,38
1467,1,1,2,2,1,1,1,13,3,4,34
1468,2,5,7,2,2,1,1,9,3,1,20
1469,1,3,2,2,2,1,5,12,3,1,22
1470,2,2,2,2,2,1,1,15,3,1,30
1471,3,4,7,2,3,1,5,6,3,1,64
1472,3,4,2,1,2,1,1,12,3,1,37
1473,2,3,1,2,5,1,5,14,3,1,54
1474,1,5,7,2,2,1,1,12,3,2,33
1475,2,1,1,1,4,1,5,15,3,1,28
1476,3,5,2,1,2,1,5,12,3,1,35
1477,3,5,1,1,4,1,5,11,3,1,26
1478,3,4,7,2,5,1,1,13,3,1,38
1479,1,5,7,2,2,3,1,12,3,1,37
1480,1,5,7,2,1,1,5,14,3,1,28
1481,2,3,2,1,4,1,1,13,3,1,38
1482,3,1,1,2,6,1,1,13,3,1,67
1483,2,2,1,2,3,1,1,14,3,1,40
1484,1,5,7,2,2,1,5,11,3,4,24
1485,1,4,7,1,3,1,1,12,3,1,35
1486,1,5,2,1,4,1,5,17,3,1,63
1487,2,2,2,1,4,1,5,12,3,4,34
1488,1,4,1,2,4,1,1,15,3,1,24
1489,3,1,7,2,6,1,5,14,3,4,41
1490,2,4,2,1,5,1,5,14,3,1,35
1491,2,1,7,1,4,1,1,14,3,1,46
1492,1,5,2,1,0,1,5,12,3,4,25
1493,2,5,2,1,2,3,1,14,3,1,52
1494,1,1,7,1,0,1,5,7,3,2,85
1495,2,3,7,2,1,1,5,12,3,1,48
1496,3,2,7,1,6,1,5,14,3,1,38
1497,3,3,2,1,5,1,1,13,3,1,36
1498,1,4,7,2,2,1,1,14,3,5,46
1499,3,1,1,1,4,1,5,8,3,1,51
1500,1,3,2,2,1,1,5,12,3,4,54
1501,1,5,2,2,6,1,5,12,3,1,67
1502,3,1,2,2,6,1,5,16,3,1,81
1503,1,2,2,1,2,1,1,12,3,1,19
1504,2,1,2,2,3,1,1,15,3,1,65
1505,3,3,7,1,6,1,5,16,3,1,44
1506,2,5,2,2,5,1,1,12,3,1,57
1507,1,3,7,2,1,1,1,13,3,1,33
1508,2,1,2,2,1,1,1,14,3,1,60
1509,2,3,7,2,0,1,5,13,3,1,43
1510,3,1,2,2,0,1,1,9,3,4,64
1511,2,4,7,2,3,5,5,15,3,4,28
1512,3,1,2,1,0,1,5,9,3,1,79
1513,2,3,2,2,0,1,5,12,3,1,44
1514,1,1,2,2,0,1,5,14,3,4,69
1515,1,1,1,2,0,1,1,16,3,1,40
1516,1,1,2,2,6,1,1,14,3,4,28
1517,3,1,2,2,3,1,5,9,3,1,64
1518,1,5,7,2,0,1,1,14,3,1,34
1519,2,2,2,1,4,1,1,14,3,1,22
1520,1,3,7,2,1,1,1,16,3,4,38
1521,1,5,2,2,1,1,1,8,3,1,67
1522,1,3,7,1,5,1,1,15,3,1,38
1523,2,3,2,1,3,3,1,14,3,4,30
1524,1,1,7,2,1,1,1,13,3,1,27
1525,3,3,7,2,6,1,5,14,3,1,42
1526,1,4,7,1,1,1,1,12,3,4,66
1527,1,3,2,1,1,1,1,14,3,1,35
1528,1,3,2,2,2,1,1,12,3,1,20
1529,1,1,7,2,3,1,1,15,3,1,33
1530,3,1,2,2,1,1,5,12,3,1,49
1531,2,5,2,1,1,1,1,15,3,1,34
1532,2,5,2,2,4,1,1,14,3,1,46
1533,1,4,7,2,1,1,1,12,3,4,30
1534,3,5,2,1,3,1,1,12,3,4,36
1535,1,3,2,1,1,1,1,16,3,1,32
1536,1,3,2,2,2,1,1,15,3,4,41
1537,3,1,7,1,2,1,1,9,3,1,56
1538,3,1,1,2,1,1,5,12,3,1,68
1539,1,5,1,2,4,1,1,13,3,1,79
1540,2,2,2,2,4,1,5,7,3,1,45
1541,2,2,7,1,3,1,1,14,3,1,57
1542,1,1,7,2,4,1,1,11,3,1,19
1543,1,3,7,1,0,1,5,12,3,2,34
1544,3,1,2,2,5,1,1,17,3,1,66
1545,1,5,1,1,1,3,1,15,3,2,31
1546,2,3,7,2,0,1,5,13,3,2,44
1547,3,3,1,2,0,1,1,12,3,2,19
1548,3,1,7,2,5,1,5,13,3,4,19
1549,3,1,7,2,0,1,1,14,3,2,51
1550,3,1,7,2,1,1,1,17,3,2,35
1551,1,5,7,1,1,1,5,12,3,2,31
1552,3,1,7,2,0,1,5,11,3,2,61
1553,2,1,7,2,1,1,1,13,3,2,46
1554,2,4,2,1,1,1,1,0,3,4,39
1555,3,4,7,2,0,1,1,16,3,2,41
1556,2,3,7,1,2,1,5,10,3,2,33
1557,3,1,2,2,1,1,1,12,3,1,79
1558,1,1,1,1,3,1,1,17,3,1,47
1559,2,4,2,2,1,1,1,16,3,1,40
1560,1,5,2,2,1,1,5,14,3,1,36
1561,2,5,2,2,1,1,5,17,3,1,34
1562,2,5,2,2,2,1,1,15,3,4,28
1563,3,3,7,1,5,1,5,9,3,1,29
1564,1,3,2,2,0,1,1,17,3,4,33
1565,3,5,7,1,6,1,5,12,3,1,48
1566,1,3,2,2,2,1,1,14,3,1,39
1567,2,1,1,2,5,1,5,15,3,1,36
1568,3,2,2,1,4,1,1,14,3,1,51
1569,2,3,2,1,0,1,5,9,3,1,61
1570,1,4,2,1,3,1,5,10,3,4,31
1571,2,2,2,2,4,1,5,12,3,1,37
1572,3,5,7,2,4,1,1,14,3,4,30
1573,2,3,2,1,2,1,1,16,3,4,42
1574,1,1,2,2,2,1,1,6,3,1,43
1575,3,4,7,1,3,1,1,12,3,1,21
1576,3,1,7,2,2,1,5,8,3,1,54
1577,1,3,2,2,1,1,1,12,3,4,38
1578,1,3,2,2,2,1,1,12,3,1,26
1579,3,1,7,1,5,1,5,13,3,1,44
1580,2,1,2,2,1,1,5,12,3,4,50
1581,2,3,2,1,1,1,1,11,3,1,33
1582,2,4,7,1,0,1,5,12,3,2,57
1583,3,3,2,2,3,1,5,8,3,1,23
1584,2,1,1,2,1,1,1,11,3,2,67
1585,3,1,2,2,0,1,5,5,3,5,79
1586,3,3,2,2,1,1,1,12,3,1,35
1587,3,3,2,2,1,1,1,16,3,1,42
1588,3,1,1,1,3,1,1,14,3,2,37
1589,2,1,2,1,0,1,1,13,3,1,62
1590,2,1,2,2,5,1,5,5,3,1,51
1591,3,3,2,2,0,1,5,12,3,1,36
1592,1,5,2,1,2,1,1,1,3,1,70
1593,3,3,2,2,2,1,5,12,3,1,35
1594,3,1,1,2,0,1,1,13,3,2,66
1595,1,4,2,2,0,1,5,10,3,1,47
1596,3,1,7,1,2,1,5,14,3,1,31
1597,1,5,2,2,0,1,1,11,3,1,33
1598,3,1,2,2,1,1,1,12,3,1,58
1599,1,1,7,2,2,1,5,13,3,1,37
1600,1,3,2,1,0,1,5,11,3,1,53
1601,2,5,2,1,0,1,1,9,3,1,30
1602,1,5,2,2,0,1,5,12,3,1,26
1603,1,3,7,1,2,1,5,11,3,1,28
1604,3,5,2,1,5,1,5,12,3,4,49
1605,3,5,2,1,0,1,1,12,3,4,82
1606,3,4,2,1,3,1,5,12,3,1,40
1607,2,4,2,2,1,1,1,17,3,1,51
1608,1,4,2,1,3,1,5,10,3,4,52
1609,3,1,2,2,2,1,1,6,3,1,44
1610,1,5,2,1,4,1,1,12,3,4,21
1611,3,1,2,2,0,1,5,12,3,1,43
1612,3,1,7,2,0,1,5,13,3,1,62
1613,1,2,1,1,1,1,1,12,3,4,18
1614,1,4,2,1,0,1,1,13,3,1,62
1615,2,5,2,2,1,1,1,13,3,1,24
1616,3,1,2,1,6,1,1,6,3,1,71
1617,3,2,2,1,4,1,1,12,3,1,18
1618,1,1,2,2,0,1,1,12,3,1,18
1619,3,2,2,1,1,1,5,14,3,1,65
1620,1,2,2,2,1,1,1,14,3,1,37
1621,3,2,2,2,2,1,5,6,3,4,59
1622,1,1,7,2,3,1,1,16,3,1,42
1623,3,2,2,1,0,1,5,17,3,1,40
1624,1,5,2,2,3,1,5,12,3,1,39
1625,2,2,2,2,0,1,1,11,3,1,55
1626,3,5,2,2,1,1,5,3,3,1,82
1627,1,3,2,2,2,1,5,6,3,1,69
1628,2,1,2,1,3,1,5,6,3,1,67
1629,3,3,2,1,1,1,5,12,3,4,26
1630,2,5,2,2,2,1,5,10,3,1,22
1631,3,4,2,1,3,1,1,12,3,1,37
1632,1,2,2,2,3,1,1,16,3,4,33
1633,2,4,1,1,1,1,1,12,3,1,77
1634,3,1,7,2,4,1,1,13,3,4,20
1635,1,3,7,2,0,1,1,12,3,1,30
1636,1,4,2,1,4,1,5,12,3,4,28
1637,1,3,7,2,1,1,1,11,3,1,33
1638,3,1,1,1,5,1,1,17,3,1,38
1639,1,1,7,2,1,1,1,16,3,1,53
1640,3,1,1,2,5,1,1,14,3,1,59
1641,1,2,7,2,1,1,1,17,3,1,48
1642,3,1,7,2,4,1,1,14,3,2,36
1643,1,3,2,1,1,1,5,12,3,1,25
1644,2,3,7,2,2,1,1,14,3,2,42
1645,3,1,7,1,1,1,1,12,3,2,47
1646,3,3,7,2,2,1,1,13,3,2,48
1647,3,1,7,2,2,1,5,11,3,2,52
1648,1,3,7,2,1,1,1,10,3,2,61
1649,3,1,7,1,3,1,5,11,3,2,56
1650,3,4,7,2,3,1,5,12,3,1,60
1651,1,5,7,2,2,1,5,10,3,2,32
1652,3,1,1,2,4,1,5,14,3,1,77
1653,2,2,7,2,0,1,5,12,3,2,52
1654,1,5,7,2,0,5,1,17,3,1,46
1655,2,3,2,2,6,1,5,16,3,1,22
1656,1,4,7,2,1,1,1,15,3,1,21
1657,1,4,2,2,0,1,1,16,3,1,26
1658,1,1,7,2,0,1,1,17,3,1,64
1659,2,3,1,2,4,1,1,16,3,1,56
1660,1,1,7,2,1,1,5,16,3,2,23
1661,1,1,1,1,4,1,1,14,3,1,32
1662,1,5,7,2,2,1,1,12,3,1,29
1663,1,4,1,1,0,3,1,16,3,1,48
1664,1,5,3,2,2,1,1,15,3,1,28
1665,2,4,2,1,4,1,5,14,3,1,26
1666,1,2,1,2,5,1,1,12,3,1,31
1667,1,5,2,2,0,1,5,15,3,4,64
1668,3,1,2,1,2,1,5,16,3,4,39
1669,1,5,7,2,4,5,1,12,3,1,40
1670,1,2,1,1,0,1,1,14,3,1,60
1671,3,4,7,2,2,1,1,12,3,1,62
1672,2,1,2,2,5,1,5,17,3,1,56
1673,1,5,7,1,6,1,5,12,3,1,51
1674,3,2,7,2,3,1,5,13,3,1,50
1675,2,1,7,1,4,1,5,12,3,1,41
1676,1,4,7,1,1,1,1,12,3,1,59
1677,2,1,1,2,6,1,5,12,3,1,77
1678,1,2,1,2,5,1,5,12,3,1,74
1679,2,1,1,2,0,1,5,8,3,1,67
1680,3,4,7,1,3,5,1,17,3,1,37
1681,1,3,2,1,4,1,5,5,3,1,68
1682,3,3,2,1,0,1,1,12,3,1,22
1683,1,2,2,2,2,1,1,2,3,1,76
1684,1,3,2,2,0,1,1,12,3,4,46
1685,3,2,2,1,0,1,1,14,3,4,23
1686,2,3,1,2,3,1,1,14,3,1,69
1687,3,3,1,1,6,1,5,12,3,1,59
1688,3,5,7,2,0,1,5,12,3,1,58
1689,1,3,7,1,3,3,5,15,3,1,48
1690,3,1,1,2,5,1,1,17,3,1,42
1691,3,4,7,1,0,1,1,12,3,2,42
1692,3,1,7,1,1,1,5,12,3,2,60
1693,3,1,1,1,5,1,5,8,3,1,89
1694,1,1,1,1,2,1,1,14,3,1,57
1695,3,5,7,2,2,1,1,10,3,1,22
1696,3,2,1,2,6,1,5,9,3,1,67
1697,3,3,7,1,0,1,5,12,3,2,40
1698,1,3,1,1,1,1,5,8,3,1,64
1699,3,1,1,2,1,1,5,7,3,1,85
1700,3,2,1,1,6,1,1,17,3,1,50
1701,2,5,7,2,5,1,1,15,3,1,43
1702,2,1,1,1,0,1,5,8,3,2,79
1703,1,3,1,1,0,1,5,13,3,2,25
1704,2,1,1,2,0,1,1,13,3,1,61
1705,3,4,7,1,5,1,5,12,3,1,50
1706,2,3,1,2,3,1,1,13,3,1,27
