id,degree,unmet,need,loan,scholarship,age19,onCampus,outstate,reciprocity,firstgen,act,ap,remedial,ratio,ccount,dcount,wcount
2085,Non-Graduate,0.15000001,4,0.72799999,0,0,1,0,1,1,19,0,0,75,2,0,0
2086,Graduate (original),1.402632,0,0,0,0,1,0,1,1,27,4,0,100,1,0,0
2087,Non-Graduate,0,5.256,1.092,0,0,1,0,0,0,20,0,1,100,1,0,0
2088,Graduate (original),0,0,2.7939999,0,0,1,0,0,1,28,0,0,100,0,0,0
2089,Graduate (original),0,1.55,3.105,0,0,1,0,0,1,27,11,0,100,0,0,0
2090,Non-Graduate,0,0,1.294,0,0,1,1,0,1,25,0,0,71.428574,2,0,1
2091,Graduate (original),0,0.5,4.6810002,0,0,1,0,0,1,21,0,1,100,0,0,0
2092,Non-Graduate,0,0.25,4.4860001,1,0,1,0,0,1,27,10,0,100,0,0,0
2093,Graduate (original),0,0,7.6370001,0,0,1,0,1,1,21,0,0,100,0,0,0
2094,Non-Graduate,12.315,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3
2095,Graduate (original),0,0,1.294,0,0,1,0,1,0,24,0,0,100,1,0,0
2096,Graduate (original),0,0,7.6370001,0,0,1,0,0,0,25,0,0,100,0,0,0
2097,Non-Graduate,0,0,4.6389999,1,0,1,0,0,1,24,0,0,55.555561,0,1,2
2098,Graduate (original),0,0.30500001,0,2.5,0,1,0,0,1,34,39,0,100,0,0,0
2099,Graduate (original),0,0,1.294,0,0,0,0,0,1,24,0,0,100,0,0,0
2100,Graduate (original),0,0,6.3429999,0,0,1,0,0,1,26,11,0,76.470589,1,0,1
2101,Graduate (original),0,0,0,1.5,0,1,0,0,1,30,20,0,100,0,0,0
2102,Graduate (original),2.7765701,0,0,0,0,0,0,0,1,29,0,0,100,0,0,0
2103,Graduate (transfer),0,0,0,0,0,0,1,0,0,23,0,0,73.333344,0,0,1
2104,Graduate (original),0,0,0,1,0,1,0,0,1,32,4,0,100,3,0,0
2105,Non-Graduate,0,7.2969999,0,0,0,1,0,0,1,18,0,0,82.352943,1,0,1
2106,Non-Graduate,1.9859999,1,0,0,0,1,0,0,1,31,0,0,73.333344,1,1,0
2107,Non-Graduate,2.6666069,0,0,0,0,0,0,0,0,28,0,0,100,1,0,0
2108,Graduate (original),1.898702,0,0,0,0,1,0,0,1,21,4,0,100,0,0,0
2109,Graduate (original),11.956,0.25,0,0.5,0,1,0,1,0,30,4,0,100,0,0,0
2110,Graduate (original),0,0,2.7939999,0,0,1,0,0,0,21,4,0,100,0,0,0
2111,Graduate (original),1.653966,0,0,0,0,1,0,0,1,25,8,0,100,0,0,0
2112,Graduate (transfer),9.2040005,1.528,1.294,0,0,1,0,0,1,19,0,0,100,2,2,0
2113,Graduate (original),15.636,1,0,0,0,1,0,0,1,28,4,0,100,1,0,0
2114,Non-Graduate,1.809014,0,0,0,0,1,0,0,0,24,10,0,106.6667,0,0,0
2115,Graduate (original),0,0,6.099,0,0,1,0,0,0,25,9,0,100,1,0,0
2116,Non-Graduate,4.579,0,5.586,0,0,1,0,1,1,25,0,0,30.76923,1,0,0
2117,Graduate (original),0,0,6.2119999,0,0,1,1,0,1,24,0,0,100,2,0,0
2118,Graduate (original),0.46599999,6.8109999,0,0,0,0,0,0,0,15,0,0,78.571426,0,1,0
2119,Graduate (original),0,0,0,0,0,1,0,0,0,28,12,0,100,0,0,0
2120,Graduate (original),0,2.3210001,3.9530001,0,0,1,0,0,1,23,0,0,100,0,0,0
2121,Graduate (original),15.636,0,0,0,0,1,0,0,0,26,0,0,100,0,0,0
2122,Graduate (original),1.514257,0,0,0,0,1,0,0,1,23,0,0,100,1,0,0
2123,Graduate (original),3.3640001,1.869,2.7939999,0,0,1,0,0,0,22,0,0,100,0,0,0
2124,Graduate (original),3.842,0.64999998,3.75,0,0,1,0,1,1,26,0,0,100,0,0,0
2125,Graduate (original),0,0,0,0,0,1,0,0,1,27,7,0,100,2,0,0
2126,Graduate (original),2.0139999,4.3429999,0,0,0,0,0,0,0,19,0,1,100,1,0,0
2127,Graduate (original),0,0,1.294,0,0,1,0,0,0,24,0,1,100,1,0,0
2128,Graduate (original),0,0,4.7119999,1,0,0,0,0,1,30,6,0,100,0,0,0
2129,Non-Graduate,0,2.4890001,2.0020001,0,0,1,0,0,0,23,0,0,100,2,0,0
2130,Graduate (original),1.846571,0,0,0,0,1,0,0,1,29,18,0,100,2,0,0
2131,Graduate (original),6.6259999,3.105,1.294,0,0,1,0,0,0,24,0,0,100,1,0,0
2132,Graduate (original),0,0,1.294,0,0,1,1,0,1,22,0,0,93.333344,3,0,1
2133,Graduate (original),2.1830001,0,1.294,0,0,1,0,1,1,26,4,0,100,0,0,0
2134,Graduate (original),0,0,0,0,0,1,0,0,1,22,0,1,100,1,0,0
2135,Graduate (original),11.511,1.375,0,0,0,0,0,0,1,28,17,0,100,0,0,0
2136,Graduate (original),0,0.25,6.8179998,0,0,1,0,1,1,30,17,0,100,2,0,0
2137,Graduate (original),0,0,0,0,0,1,0,0,1,25,0,0,100,0,0,0
2138,Graduate (original),0,0,1.294,0,0,1,0,0,1,23,0,0,100,1,0,0
2139,Graduate (original),0,1.65,3.0420001,0,0,1,0,1,1,25,4,0,100,1,0,0
2140,Graduate (original),1.6915981,0,0,0,0,1,0,0,1,28,0,0,100,1,0,0
2141,Graduate (original),0,0,7.6370001,0,0,1,0,0,1,27,4,0,100,1,0,0
2142,Graduate (original),0,0,0,1.5,0,1,0,0,1,30,31,0,100,0,0,0
2143,Graduate (original),0,0,0,0,0,1,0,0,1,30,25,0,100,0,0,0
2144,Graduate (original),0,0,5.6820002,0,0,1,1,0,0,25,0,0,116.6667,1,0,0
2145,Graduate (original),0,0.75,1.294,0.5,0,1,0,1,1,30,0,0,100,0,0,0
2146,Graduate (original),0,4.1149998,0,0,0,1,0,0,1,24,4,0,100,0,0,0
2147,Graduate (original),3.2379999,1.55,1.294,0,0,1,0,1,1,20,0,0,100,0,0,0
2148,Non-Graduate,3.5716479,0,0,0,0,0,1,0,1,25,0,0,75,2,1,0
2149,Graduate (original),0,0.5,3.2639999,0,0,1,0,1,1,24,4,0,73.333344,1,1,0
2150,Non-Graduate,3.814306,0,0,0,0,0,0,0,1,28,0,0,0,0,0,2
2151,Non-Graduate,3.011277,0,0,0,0,1,1,0,1,30,0,0,100,0,0,0
2152,Non-Graduate,0,0.685,0.98699999,0,0,1,0,0,1,26,11,0,100,0,0,0
2153,Graduate (original),3.0096481,0,0,0,0,0,0,0,0,29,0,0,100,0,0,0
2154,Graduate (original),0.28,4.0929999,1.267,0,0,1,0,0,1,26,0,0,88.235298,3,0,1
2155,Non-Graduate,0,0,6.1690001,0,0,1,0,0,1,27,0,0,100,1,0,0
2156,Graduate (original),1.5,5.2030001,0,0,0,0,0,0,1,20,0,0,81.25,2,1,0
2157,Graduate (original),0,1,1.232,0,0,0,0,0,1,29,0,0,93.75,0,0,1
2158,Graduate (original),0,0,0,0,0,1,0,1,1,26,0,0,100,2,0,0
2159,Non-Graduate,0.926,6,0,1.5,0,0,0,0,0,33,0,0,100,1,0,0
2160,Graduate (original),0,2.5940001,4.2639999,0,0,0,0,0,1,19,0,0,100,1,0,0
2161,Graduate (original),0,0,6.0359998,1,0,1,0,0,1,25,4,0,100,0,0,0
2162,Graduate (original),2.3080001,0.736,1.294,0,0,0,0,0,1,27,0,0,100,0,0,0
2163,Non-Graduate,2.4259059,0,0,0,0,0,0,0,1,22,0,0,80,0,1,1
2164,Graduate (original),2.2005489,0,0,0,0,1,0,0,1,29,14,0,100,0,0,0
2165,Non-Graduate,0,1.025,0.189,0,0,1,1,0,1,16,0,1,100,0,0,0
2166,Graduate (original),3.395,3.175,0,0,0,0,0,0,1,25,0,0,100,1,0,0
2167,Graduate (original),3.0563869,0,0,0,0,1,1,0,0,24,8,0,100,0,0,0
2168,Graduate (original),0,0.375,1.294,0,0,1,1,0,1,29,4,0,100,0,0,0
2169,Graduate (original),2.993,3.0209999,1.166,0,0,1,0,0,1,21,0,0,100,2,0,0
2170,Graduate (original),14.436,0.60000002,0,0,0,1,0,0,0,19,0,0,100,0,0,0
2171,Graduate (original),12.636,0,0,1.5,0,1,0,0,1,27,8,0,100,1,0,0
2172,Non-Graduate,4.066,1.05,1.5,0,0,1,0,0,1,20,0,0,100,1,0,0
2173,Graduate (original),0,0.375,0,1.5,0,1,0,0,1,29,15,0,100,1,0,0
2174,Graduate (original),0,1,0,0.5,0,1,0,0,1,31,11,0,100,0,0,0
2175,Graduate (original),1.0420001,1.377,3.2639999,0,0,1,0,0,1,26,7,0,100,2,0,0
2176,Non-Graduate,1.9298609,0,0,0,0,0,0,0,0,21,0,1,100,1,0,0
2177,Graduate (transfer),0,0,4.8379998,0,0,1,0,0,0,26,0,0,100,0,0,0
2178,Non-Graduate,0,0,5.7680001,0,0,1,1,0,1,20,0,0,100,1,0,0
2179,Graduate (original),0.28600001,4.869,0,1,0,1,0,0,1,30,0,0,50,1,1,0
2180,Non-Graduate,2.475534,0,0,0,0,1,0,0,0,22,0,0,0,0,0,4
2181,Graduate (original),1.8622839,0,0,0,0,1,0,0,0,28,0,0,100,0,0,0
2182,Graduate (original),1.597,4.592,1.742,0,0,1,0,0,1,16,0,0,100,2,0,0
2183,Non-Graduate,0,0.30000001,7.369,0,0,1,0,0,1,25,0,0,73.333344,1,0,1
2184,Graduate (original),0,0,0,0,0,1,0,1,1,30,4,0,100,1,0,0
2185,Graduate (original),2.6659999,2.5039999,0,0,0,0,0,0,1,23,0,0,100,0,0,0
2186,Graduate (original),2.4560001,0,0,0,0,1,1,0,1,25,0,0,100,0,0,0
2187,Graduate (original),2.6340001,4.6830001,0,0,0,1,0,0,1,20,0,0,100,5,0,0
2188,Graduate (original),0,1.1,6.5640001,0,0,1,0,1,1,25,0,0,75,0,1,0
2189,Graduate (transfer),0,0,2.582,0,0,1,0,0,1,24,0,0,106.6667,4,0,0
2190,Graduate (original),0,0,5.1939998,0,0,1,0,1,1,29,8,0,100,1,0,0
2191,Graduate (original),1.274008,0,0,0,0,1,0,1,0,28,0,0,100,1,2,0
2192,Graduate (original),0.081,3.0179999,4.3639998,0,0,1,0,0,0,24,0,0,100,1,0,0
2193,Graduate (original),0,1.5,3.9000001,0,0,0,0,1,0,27,0,0,100,1,0,0
2194,Graduate (original),1.835752,0,0,0,0,1,0,1,1,23,12,0,76.470589,0,0,1
2195,Graduate (original),2.093658,0,0,0,0,1,0,0,1,30,8,0,100,0,0,0
2196,Non-Graduate,2.915947,0,0,0,0,0,0,0,0,23,0,0,100,0,0,0
2197,Graduate (original),0,1.08,3.5439999,0,0,1,0,0,0,21,0,1,100,0,0,0
2198,Graduate (original),1.897,0,2.7939999,0,0,1,0,1,0,25,4,0,100,0,0,0
2199,Non-Graduate,0,0,6.1069999,0,0,0,0,0,0,29,13,0,25,0,1,1
2200,Graduate (original),0,1.955,1.648,0,0,0,0,0,0,15,0,0,100,1,0,0
2201,Non-Graduate,0,0,3.7320001,0,0,0,0,0,0,28,0,1,100,0,0,0
2202,Graduate (original),0,0,0,1,0,1,0,0,1,28,0,0,100,1,0,0
2203,Graduate (original),1.152114,0,0,0,0,1,0,1,1,21,0,1,71.428574,0,0,1
2204,Graduate (original),0,0.75199997,5.1209998,0,0,1,0,0,0,20,0,0,100,0,0,0
2205,Non-Graduate,0.55699998,5.2119999,2.7969999,0,0,0,0,0,1,15,0,0,53.33334,1,2,0
2206,Graduate (original),0,0.396,1.102,0,0,0,0,0,1,25,0,0,100,0,0,0
2207,Graduate (original),0,0,0,0,0,1,0,0,1,24,23,0,100,0,0,0
2208,Non-Graduate,0,0.25,0,0,0,0,0,0,0,31,0,1,116.6667,0,0,0
2209,Non-Graduate,0,2.55,1.358,0,0,1,0,0,1,17,0,0,100,1,0,0
2210,Non-Graduate,0,0,1.075,0,0,1,1,0,0,15,0,1,71.428574,1,1,0
2211,Non-Graduate,2.845166,0,0,0,0,0,0,0,1,22,0,0,73.333344,0,0,0
2212,Graduate (transfer),0.122,0,0,0,0,0,0,0,0,23,0,0,100,0,0,0
2213,Non-Graduate,0,0,5.5999999,0,0,1,0,1,1,17,0,1,76.470589,4,1,0
2214,Graduate (original),0,0,6.6620002,1,0,1,0,0,1,34,17,0,50,0,1,1
2215,Non-Graduate,0,0,6.2449999,0,0,1,0,0,1,25,0,0,73.333344,2,0,0
2216,Graduate (original),1.2329611,0,0,0,0,1,0,0,1,23,0,1,100,0,0,0
2217,Graduate (original),0,0,0,1.5,0,1,0,0,1,30,18,0,100,0,0,0
2218,Graduate (original),1.838065,0,0,0,0,1,0,0,0,22,0,0,100,0,0,0
2219,Non-Graduate,1.3100441,0,0,0,0,1,0,1,1,26,0,0,100,1,0,0
2220,Graduate (original),0,4.382,0,1.125,0,1,0,0,1,25,7,0,100,0,0,0
2221,Graduate (original),0,0,1.294,0,0,0,0,0,1,20,0,1,100,0,0,0
2222,Graduate (original),0,0,4.1220002,0,0,1,1,0,0,26,10,0,100,0,0,0
2223,Graduate (original),0.109,1.75,2.7939999,0,0,1,0,1,1,26,0,0,100,1,0,0
2224,Graduate (original),0.22,3.1140001,4.3699999,0,0,1,0,0,1,17,0,1,100,4,1,0
2225,Non-Graduate,14.836,0,0,0,0,1,0,0,0,26,0,0,100,0,0,0
2226,Non-Graduate,1.894771,0,0,0,0,1,0,0,1,30,12,0,75,0,1,1
2227,Graduate (original),0,0,7.4419999,0,0,1,0,0,1,23,0,0,81.25,0,1,1
2228,Graduate (original),0,0,0,1.5,0,1,0,0,1,31,0,0,77.777779,0,0,1
2229,Graduate (original),8.026,0,0,0,0,0,0,0,1,20,0,0,80,1,0,0
2230,Graduate (original),1.670035,0,0,0,0,1,0,1,0,27,8,0,100,0,0,0
2231,Graduate (original),9.125,3.2750001,0,0,0,0,0,0,0,22,0,0,100,0,0,0
2232,Non-Graduate,0,3.734,1.294,0,0,0,0,0,1,21,0,0,42.85714,0,0,1
2233,Graduate (original),0,2.441,1.0319999,1.5,0,0,0,0,1,28,0,0,73.333344,0,0,0
2234,Non-Graduate,8.6359997,0,0,1.5,0,1,0,0,1,27,11,0,100,0,0,0
2235,Graduate (original),0.912,2.3499999,3.5739999,0,0,1,0,1,1,22,0,0,71.428574,3,0,0
2236,Graduate (transfer),0,1.923,4.4289999,0,0,1,0,0,1,26,4,0,100,0,0,0
2237,Non-Graduate,0.63499999,0,0,0,0,1,0,1,1,30,4,0,82.352943,0,1,1
2238,Graduate (original),2.6819999,0,0,0,0,1,0,0,1,26,8,0,100,0,0,0
2239,Non-Graduate,0,0,0,0,0,0,0,0,0,18,0,0,50,0,0,2
2240,Graduate (original),0,0.64999998,5.5780001,0,0,1,0,0,1,28,6,0,100,1,0,0
2241,Graduate (original),2.6819999,0,0,0,0,1,1,0,0,17,0,1,69.230766,0,1,0
2242,Graduate (original),0,0.69999999,0,0.5,0,1,0,1,1,30,6,0,100,0,0,0
2243,Non-Graduate,0,6.237,0.31200001,0,0,1,0,0,0,28,0,0,100,1,0,0
2244,Graduate (transfer),12.636,0,0,1.5,0,0,0,0,1,31,0,0,100,0,0,0
2245,Graduate (original),2.8776491,0,0,0,0,1,1,0,1,23,0,0,100,0,0,0
2246,Non-Graduate,0,0,7.9229999,0,0,0,0,0,0,21,0,0,100,1,1,0
2247,Graduate (original),0,1.74,1.294,0,0,1,0,0,1,24,7,0,100,0,0,0
2248,Graduate (original),1.857298,0,0,0,0,1,0,0,1,24,0,0,100,0,0,0
2249,Graduate (original),2.1159999,0,2.4809999,0,0,1,0,1,1,23,0,0,100,0,0,0
2250,Non-Graduate,0,0.5,2.6110001,0,0,1,0,1,1,22,0,0,78.571426,1,0,1
2251,Graduate (original),1.291,4.539,0,0,0,0,0,0,1,22,4,0,100,2,0,0
2252,Non-Graduate,0,0,0,0,0,1,0,1,1,35,0,0,100,0,0,0
2253,Graduate (transfer),0,0,1.681,0,0,0,0,0,1,27,16,0,0,0,0,4
2254,Graduate (original),0,4.2160001,0.75800002,0.5,0,1,0,0,1,31,6,0,100,0,0,0
2255,Graduate (original),0,0,1.294,0,0,1,0,0,1,25,20,0,100,0,0,0
2256,Graduate (original),1.601414,0,0,0,0,1,0,0,1,25,0,0,78.571426,3,0,0
2257,Graduate (original),0,0,3.2639999,1,0,1,0,0,0,25,0,0,100,1,0,0
2258,Non-Graduate,1.659413,0,0,0,0,1,0,1,1,27,6,0,100,0,0,0
2259,Non-Graduate,0,4.6479998,1.275,0,0,0,0,0,1,29,0,0,27.777781,1,0,1
2260,Non-Graduate,1.810107,0,0,0,0,1,0,0,0,22,0,0,78.571426,1,0,0
2261,Graduate (original),0,0,0,0,0,1,0,0,1,30,12,0,100,0,0,0
2262,Non-Graduate,0,0,3.7320001,0,0,1,0,0,0,16,0,0,100,2,0,0
2263,Non-Graduate,4.4970312,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
2264,Graduate (original),0,0,0,1.5,0,1,0,0,1,27,11,0,100,0,0,0
2265,Graduate (original),0,0,7.0619998,0,0,1,0,1,0,22,0,0,100,0,0,0
2266,Non-Graduate,3.0810001,5.256,1.076,0,0,1,0,0,1,19,0,1,80,2,0,0
2267,Graduate (original),1.88808,0,0,0,0,1,0,1,1,24,13,0,66.666672,1,2,0
2268,Graduate (original),0,0,0,1.5,0,1,0,0,1,30,26,0,100,0,0,0
2269,Graduate (original),1.841902,0,0,0,0,1,0,1,0,27,14,0,80,0,0,1
2270,Graduate (original),0,1.91,4.3759999,0,0,1,0,0,0,26,0,0,100,2,0,0
2271,Graduate (original),4.4629998,0,1.294,0,0,1,0,1,1,21,0,0,100,3,0,0
2272,Graduate (original),11.956,1.5,0,0,0,1,0,1,1,24,8,0,100,0,0,0
2273,Graduate (original),1.619275,0,0,0,0,0,0,0,0,15,0,1,100,2,0,0
2274,Non-Graduate,4.6090002,4.1659999,1.294,0,1,0,0,0,0,32,0,0,100,0,0,0
2275,Graduate (original),0.95999998,2.3499999,2.0510001,0,0,1,0,1,1,24,0,0,100,1,0,0
2276,Graduate (original),0,0,4.2189999,0,0,1,0,0,0,23,7,0,100,1,0,0
2277,Graduate (original),2.875773,0,0,0,0,1,1,0,0,34,0,0,100,0,0,0
2278,Graduate (original),1.4170001,5.1300001,0,0,0,0,0,0,0,16,0,0,100,0,0,0
2279,Non-Graduate,1.970776,0,0,0,0,1,0,1,0,30,8,0,100,0,0,0
2280,Graduate (original),0,0.75,0,1.5,0,1,0,0,1,30,4,0,100,0,0,0
2281,Non-Graduate,2.6819999,0,0,0,0,1,0,0,0,18,0,0,100,1,0,0
2282,Graduate (original),0,5.0630002,0.89700001,0,0,1,0,0,0,23,0,0,100,3,0,0
2283,Non-Graduate,0,1.115,4.7059999,0,1,0,0,0,0,22.91353,0,0,78.571426,1,1,0
2284,Non-Graduate,1.365265,0,0,0,0,1,0,0,1,23,0,0,100,1,0,0
2285,Graduate (transfer),0.26800001,0,1.294,0,0,1,0,0,0,20,0,1,100,0,0,0
2286,Graduate (original),0,0,1.724,0,0,0,0,0,1,29,0,0,100,2,0,0
2287,Graduate (original),0,1.725,5.355,0,0,1,0,1,1,26,4,0,100,1,0,0
2288,Graduate (original),0,0,11.329,0,0,1,1,0,1,26,0,0,100,1,1,0
2289,Non-Graduate,2.6559999,3.263,1.294,0,0,0,0,0,0,24,0,1,100,3,0,0
2290,Graduate (original),0,0,3.5450001,0,0,1,0,1,1,25,0,0,100,0,0,0
2291,Graduate (original),8.9960003,0,0,0,0,1,0,1,0,24,0,0,100,2,0,0
2292,Graduate (original),0,3.734,1.294,0,0,1,0,0,1,30,0,0,71.428574,1,1,1
2293,Graduate (original),0,0.25,7.3930001,0,0,1,0,0,1,24,0,0,100,0,0,0
2294,Non-Graduate,0,0,1.294,0,0,1,0,1,0,25,0,0,100,1,0,1
2295,Graduate (original),2.3339159,0,0,0,0,0,0,0,1,23,0,0,100,1,0,0
2296,Graduate (original),10.956,0,0,0,0,1,0,1,0,28,11,0,100,2,0,0
2297,Graduate (original),0,3.809,0,1.5,0,1,0,0,1,31,8,0,100,0,0,0
2298,Graduate (original),0,0,6.3429999,0,0,1,0,0,1,24,0,0,100,1,0,0
2299,Graduate (transfer),0,0,0,0,0,1,0,1,1,30,13,0,100,0,0,0
2300,Graduate (original),0,5.217,0.37599999,0,0,1,0,0,0,20,0,0,100,1,0,0
2301,Graduate (transfer),0,0,1.294,0,0,1,0,1,1,26,0,0,100,2,0,0
2302,Graduate (original),0,1.225,2.5710001,0,0,1,0,0,1,29,21,0,76.470589,0,1,0
2303,Graduate (original),0,4.0500002,0,2.5,0,1,0,0,1,28,7,0,100,0,0,0
2304,Graduate (original),1.7730139,0,0,0,0,1,0,1,0,31,14,0,100,1,0,0
2305,Graduate (original),0,2.8499999,0,0,0,1,0,1,0,28,7,0,100,1,0,0
2306,Graduate (original),0,0,1.294,0.5,0,1,0,1,1,29,8,0,100,0,0,0
2307,Graduate (original),0,3.1359999,3.493,0,0,0,0,0,1,26,0,0,100,0,0,0
2308,Graduate (original),13.636,0,0,1,0,0,0,0,1,28,0,0,100,0,0,0
2309,Non-Graduate,3.138891,0,0,0,0,0,0,0,1,28,0,0,0,0,0,4
2310,Graduate (original),0,0,0,1.5,0,1,0,0,1,33,15,0,100,1,0,0
2311,Graduate (original),0.66922969,0,0,0,0,1,0,1,0,26,0,1,100,1,0,0
2312,Graduate (original),0,0,7.6370001,0,0,1,0,0,1,28,0,0,100,0,0,0
2313,Graduate (original),0,0,6.5440001,0,0,1,0,0,1,25,0,0,100,0,0,0
2314,Non-Graduate,0,0,1.294,0,0,1,0,1,0,23,0,0,100,2,0,0
2315,Graduate (original),2.984056,0,0,0,1,0,0,0,0,27,0,0,100,0,0,0
2316,Non-Graduate,0,0,6.4879999,0,0,1,0,0,0,22,0,0,100,1,0,0
2317,Graduate (original),0,1.383,2.25,0.5,0,1,0,0,1,27,4,0,100,0,0,0
2318,Non-Graduate,0,0,7.6370001,0,0,1,0,0,1,23,6,0,100,2,0,0
2319,Non-Graduate,0,0,5.7680001,0,0,1,0,1,1,23,0,0,100,3,0,0
2320,Non-Graduate,0.96138573,0,0,0,0,1,0,0,1,20,0,1,77.777779,2,0,1
2321,Graduate (original),0,0,4.9089999,0,0,1,0,0,1,24,0,0,46.666672,0,0,0
2322,Non-Graduate,1.7120349,0,0,0,0,1,0,0,1,26,0,0,50,2,0,1
2323,Non-Graduate,0,0.5,1.294,0,0,1,0,1,1,28,0,0,66.666672,1,0,1
2324,Graduate (original),2.295738,0,0,0,0,0,0,0,0,21,0,1,100,0,0,0
2325,Graduate (original),0,0,5.0079999,0,0,1,0,1,1,24,0,0,100,1,1,0
2326,Graduate (transfer),0.094999999,0,1.294,0,0,0,0,0,0,29,0,0,100,2,0,0
2327,Graduate (original),0,0,0,0,0,1,0,0,1,28,4,0,100,0,0,0
2328,Graduate (original),0,0.5,0,3.5,0,0,0,0,1,32,6,0,100,0,0,0
2329,Graduate (original),1.934183,0,0,0,0,1,0,1,1,31,15,0,100,0,0,0
2330,Graduate (transfer),0,0.5,8.6082802,0,0,1,0,0,1,22,0,0,100,2,1,0
2331,Graduate (original),13.636,0,0,1,0,1,0,0,0,28,13,0,100,1,0,0
2332,Non-Graduate,0,0,1.294,0,0,1,0,1,1,23,0,0,100,1,0,0
2333,Graduate (original),0.28200001,3.1570001,4.7639999,0,0,0,0,0,0,15,0,1,100,2,0,0
2334,Graduate (original),0,0.25,6.1069999,0,0,1,0,0,1,25,4,0,100,0,0,0
2335,Non-Graduate,0,0,1.295,0,0,1,0,0,0,23,0,0,100,0,1,0
2336,Graduate (original),1.480274,0,0,0,0,1,0,0,1,25,0,0,73.333344,2,0,1
2337,Non-Graduate,0,1.235,2.7939999,0,0,1,0,0,0,24,0,1,42.85714,0,1,0
2338,Graduate (transfer),3.075803,0,0,0,0,0,0,0,1,26,0,0,28.57143,0,0,2
2339,Graduate (original),13.236,1.2,0,0,0,1,0,0,1,25,8,0,100,2,0,0
2340,Graduate (original),0,0.625,1.2920001,0,0,1,0,0,1,29,0,0,100,2,0,0
2341,Graduate (original),0,0.75,1.294,0,0,1,0,0,1,23,0,0,100,2,0,0
2342,Graduate (original),3.576,5.3979998,0,0.5,0,1,0,0,1,29,0,0,100,0,0,0
2343,Graduate (original),13.636,0,0,1,0,0,0,0,0,20,0,0,76.470589,1,0,1
2344,Graduate (original),0.001,5.3109999,0.81400001,0,0,1,0,0,1,29,0,0,100,1,0,0
2345,Non-Graduate,1.608,4.8540001,0.26699999,0,0,1,0,0,1,30,10,0,21.42857,0,1,1
2346,Graduate (original),8.1590004,2.25,0,0,0,1,0,1,1,27,11,0,100,2,0,0
2347,Graduate (original),14.185,0,0,0,0,0,0,1,1,27,0,0,100,1,0,0
2348,Graduate (original),1.962682,0,0,0,0,1,0,0,1,26,4,0,100,0,0,0
2349,Graduate (original),0,0,0,0,0,0,0,0,1,27,11,0,100,0,0,0
2350,Graduate (original),0,2.75,3.493,1.5,0,1,0,0,1,27,7,0,100,0,0,0
2351,Graduate (original),0.185,0.93400002,0,0,0,0,0,0,1,29,16,0,100,1,0,0
2352,Graduate (original),9.2349997,1.375,0,1.75,0,0,0,0,1,27,0,0,100,0,0,0
2353,Non-Graduate,0,0,0,0,0,1,0,0,1,26,0,0,100,0,0,0
2354,Non-Graduate,2.710181,0,0,0,0,1,0,0,0,21,0,0,50,0,0,0
2355,Graduate (original),0,0,0,0,0,1,0,1,0,25,6,0,100,2,0,0
2356,Non-Graduate,0,0,7.6370001,0,0,1,0,0,0,30,0,0,0,0,0,5
2357,Graduate (original),0,0,7.0619998,0,0,1,0,1,0,29,0,0,100,0,0,0
2358,Graduate (original),0,3.1099999,3.517,0,0,0,0,0,1,23,0,0,100,2,0,0
2359,Graduate (original),12.636,0,0,1.5,0,1,0,0,1,32,19,0,100,0,0,0
2360,Graduate (transfer),0,0,0,0,0,1,0,1,1,30,10,0,100,1,0,0
2361,Graduate (original),0,0,0,1.5,0,1,0,0,0,30,12,0,100,0,0,0
2362,Graduate (transfer),0,0,6.3429999,0,0,1,0,0,1,25,0,0,56.25,1,0,1
2363,Graduate (original),0,0,12.792,0,0,1,1,0,1,23,0,0,100,0,0,0
2364,Non-Graduate,0,0,7.0630002,0,0,1,0,1,0,21,0,0,46.666672,1,1,1
2365,Graduate (transfer),3.017483,0,0,0,0,0,0,0,0,26,8,0,100,0,0,0
2366,Non-Graduate,0,0,0,0,0,1,0,1,0,31,0,0,100,2,0,0
2367,Graduate (original),0,1,2.7939999,0,0,0,0,0,1,27,4,0,100,0,0,0
2368,Graduate (original),0,0.94999999,1.294,0,0,1,0,1,1,21,0,0,100,0,0,0
2369,Non-Graduate,0,1.0039999,1.294,0,1,0,0,0,0,22,0,1,100,1,0,0
2370,Graduate (transfer),0,0,7.6370001,0,0,1,1,0,0,22,0,0,100,1,0,0
2371,Non-Graduate,1.774,0,1.294,0,0,1,0,1,1,32,0,0,0,0,0,3
2372,Graduate (original),0,0,0,0,0,1,1,0,1,28,4,0,87.5,1,0,1
2373,Graduate (original),0,0,0,0,0,1,0,1,1,27,0,0,100,0,0,0
2374,Graduate (transfer),14.156,0,0,0,0,1,0,1,0,26,11,0,100,0,0,0
2375,Graduate (original),0,0,5.9299998,0,0,1,0,1,1,26,12,0,100,0,0,0
2376,Graduate (original),0,0,3.244,0,0,1,0,1,1,27,0,0,100,0,0,0
2377,Graduate (original),0,0,3.5439999,0,0,1,0,0,1,26,0,0,42.85714,3,0,1
2378,Non-Graduate,2.9760001,5.3080001,0,0,0,0,0,0,0,18,0,0,69.230766,1,2,0
2379,Graduate (original),0,1,0,0,0,1,0,0,1,19,0,0,100,0,0,0
